InvoiceNo,CustomerID,Country,InvoiceDate,YearMonth,YearQuarter,NumLineItems,NumItems,NumUniqueProducts,InvoiceValue,AvgItemPrice,AvgCustomerAge,FamilySize,Profession,MaritalStatus,Education,DominantTimeOfDay,BasketValueBand
575710,17901,United Kingdom,2011-11-10T17:29:00Z,2011-11,2011-Q4,19,24,19,110.38,5.328947368421052,43.78947368421053,4,Doctor,Married,Postgrad,Evening,Medium Value
575711,14560,United Kingdom,2011-11-10T17:45:00Z,2011-11,2011-Q4,3,48,3,65.28,1.3966666666666667,45,4,Doctor,Married,Postgrad,Evening,Low Value
575712,13606,United Kingdom,2011-11-10T17:46:00Z,2011-11,2011-Q4,3,36,3,30.119999999999997,0.8366666666666667,42,4,Pharmacist,Widow,Postgrad,Evening,Low Value
575713,13817,Germany,2011-11-10T17:49:00Z,2011-11,2011-Q4,15,148,15,254.28,2.938,41.266666666666666,5,Pharmacist,Married,Postgrad,Evening,Medium Value
575718,16907,United Kingdom,2011-11-10T18:04:00Z,2011-11,2011-Q4,31,69,31,269.77,4.86258064516129,41.54838709677419,2,Unknown,Divorced,Undergrad,Evening,Medium Value
575723,14748,United Kingdom,2011-11-10T18:33:00Z,2011-11,2011-Q4,14,162,14,296.98,2.2214285714285715,37.07142857142857,4,Doctor,Married,Postgrad,Evening,Medium Value
575724,14608,United Kingdom,2011-11-10T18:37:00Z,2011-11,2011-Q4,6,119,6,486.65,4.4,39.833333333333336,3,Pharmacist,Widow,Postgrad,Evening,High Value
575725,13098,United Kingdom,2011-11-10T18:46:00Z,2011-11,2011-Q4,32,1103,32,1955.68,1.99875,41.46875,2,Unknown,Divorced,Undergrad,Evening,Very High Value
575726,16791,United Kingdom,2011-11-10T19:12:00Z,2011-11,2011-Q4,87,247,84,486.96,2.6005747126436782,42.6551724137931,5,Doctor,Widow,Postgrad,Evening,High Value
575727,18135,United Kingdom,2011-11-10T19:32:00Z,2011-11,2011-Q4,3,60,3,129.6,2.35,52,4,Doctor,Married,Postgrad,Evening,Medium Value
575728,14911,Eire,2011-11-10T19:40:00Z,2011-11,2011-Q4,48,496,48,1003.03,4.347291666666667,42.4375,3,Pharmacist,Married,Postgrad,Evening,Very High Value
575729,17932,United Kingdom,2011-11-10T19:49:00Z,2011-11,2011-Q4,26,196,26,397.06,2.8607692307692307,42.65384615384615,5,Doctor,Widow,Postgrad,Evening,High Value
575730,14765,United Kingdom,2011-11-10T19:53:00Z,2011-11,2011-Q4,31,113,31,158.61,2.736774193548387,41.32258064516129,3,Pharmacist,Widow,Postgrad,Evening,Medium Value
575731,13230,United Kingdom,2011-11-10T20:01:00Z,2011-11,2011-Q4,39,84,36,175.53,2.6407692307692305,41.333333333333336,5,Doctor,Married,Postgrad,Evening,Medium Value
575732,12712,Germany,2011-11-11T08:19:00Z,2011-11,2011-Q4,9,50,9,232.65,8.116666666666667,40,2,Business,Divorced,Undergrad,Morning,Medium Value
575733,13810,Germany,2011-11-11T08:33:00Z,2011-11,2011-Q4,14,132,14,246.01,3.7664285714285715,39.285714285714285,3,Pharmacist,Widow,Postgrad,Morning,Medium Value
575734,12384,Switzerland,2011-11-11T08:39:00Z,2011-11,2011-Q4,13,64,13,292.58,7.97,36,5,Pharmacist,Married,Postgrad,Morning,Medium Value
575735,14156,Eire,2011-11-11T08:46:00Z,2011-11,2011-Q4,17,153,17,370.8,5.788823529411765,43.35294117647059,4,Pharmacist,Widow,Postgrad,Morning,High Value
575736,12697,Sweden,2011-11-11T08:47:00Z,2011-11,2011-Q4,12,149,12,223.68,5.5408333333333335,38.666666666666664,5,Pharmacist,Married,Postgrad,Morning,Medium Value
575737,14789,United Kingdom,2011-11-11T08:59:00Z,2011-11,2011-Q4,6,116,6,197.64000000000001,2.0566666666666666,41.833333333333336,4,Doctor,Married,Postgrad,Morning,Medium Value
575738,16790,United Kingdom,2011-11-11T09:02:00Z,2011-11,2011-Q4,12,120,12,138.92,1.2583333333333333,39.5,5,Doctor,Married,Postgrad,Morning,Medium Value
575740,18130,United Kingdom,2011-11-11T09:25:00Z,2011-11,2011-Q4,31,386,31,455.90999999999997,2.7087096774193546,40.354838709677416,5,Pharmacist,Widow,Postgrad,Morning,High Value
575741,13727,United Kingdom,2011-11-11T09:46:00Z,2011-11,2011-Q4,6,42,6,110.4,2.9583333333333335,40.666666666666664,5,Pharmacist,Married,Postgrad,Morning,Medium Value
575742,14309,United Kingdom,2011-11-11T09:46:00Z,2011-11,2011-Q4,16,180,16,328.96000000000004,2.111875,40.8125,5,Doctor,Widow,Postgrad,Morning,High Value
575743,12757,Portugal,2011-11-11T10:01:00Z,2011-11,2011-Q4,7,166,7,305.3,2.087142857142857,39.142857142857146,5,Doctor,Married,Postgrad,Morning,High Value
575744,14035,United Kingdom,2011-11-11T10:03:00Z,2011-11,2011-Q4,12,120,12,300.32,3.285833333333333,39.916666666666664,2,Unknown,Single,Postgrad,Morning,High Value
575745,16458,United Kingdom,2011-11-11T10:14:00Z,2011-11,2011-Q4,10,110,10,203.6,1.828,39.3,3,Pharmacist,Widow,Postgrad,Morning,Medium Value
575747,12589,France,2011-11-11T10:19:00Z,2011-11,2011-Q4,25,223,25,515.18,4.2484,38.96,5,Doctor,Widow,Postgrad,Morning,High Value
575750,12600,Germany,2011-11-11T10:29:00Z,2011-11,2011-Q4,9,161,9,379.58000000000004,4.226666666666667,34.77777777777778,4,Unknown,Married,Postgrad,Morning,High Value
575751,14911,Eire,2011-11-11T10:32:00Z,2011-11,2011-Q4,47,840,47,1674.65,2.592340425531915,38.91489361702128,4,Doctor,Widow,Postgrad,Morning,Very High Value
575753,17841,United Kingdom,2011-11-11T10:41:00Z,2011-11,2011-Q4,80,156,73,224.43,1.81925,40.0125,4,Doctor,Widow,Postgrad,Morning,Medium Value
575754,17295,United Kingdom,2011-11-11T10:43:00Z,2011-11,2011-Q4,18,53,17,130.49,3.76,42.5,3,Pharmacist,Married,Postgrad,Morning,Medium Value
575755,17015,United Kingdom,2011-11-11T10:45:00Z,2011-11,2011-Q4,22,279,22,272.58,1.2722727272727272,42.81818181818182,3,Doctor,Widow,Postgrad,Morning,Medium Value
575756,18118,United Kingdom,2011-11-11T10:48:00Z,2011-11,2011-Q4,37,94,34,159.57,2.1440540540540542,41.86486486486486,3,Pharmacist,Widow,Postgrad,Morning,Medium Value
575757,17295,United Kingdom,2011-11-11T10:49:00Z,2011-11,2011-Q4,22,71,22,147.1,2.4909090909090907,39.95454545454545,3,Doctor,Widow,Postgrad,Morning,Medium Value
575760,15965,United Kingdom,2011-11-11T10:50:00Z,2011-11,2011-Q4,91,266,68,506.40000000000003,2.1203296703296703,42.62637362637363,3,Pharmacist,Widow,Postgrad,Morning,High Value
575764,15965,United Kingdom,2011-11-11T11:02:00Z,2011-11,2011-Q4,2,26,2,32.5,1.25,47,5,Pharmacist,Widow,Postgrad,Morning,Low Value
575765,17730,United Kingdom,2011-11-11T11:02:00Z,2011-11,2011-Q4,15,211,15,325.01,2.0846666666666667,43.53333333333333,5,Pharmacist,Married,Postgrad,Morning,High Value
575766,12856,United Kingdom,2011-11-11T11:06:00Z,2011-11,2011-Q4,30,133,29,264.12,2.368666666666667,43.733333333333334,3,Unknown,Single,Postgrad,Morning,Medium Value
575767,17348,United Kingdom,2011-11-11T11:11:00Z,2011-11,2011-Q4,58,163,53,209.73,1.9937931034482759,40.51724137931034,4,Doctor,Widow,Postgrad,Morning,Medium Value
575787,12518,Germany,2011-11-11T11:18:00Z,2011-11,2011-Q4,30,324,30,486.96000000000004,2.589,38.06666666666667,5,Doctor,Married,Postgrad,Morning,High Value
575828,17162,United Kingdom,2011-11-11T11:34:00Z,2011-11,2011-Q4,15,136,15,251.8,4.504666666666667,35.2,4,Unknown,Married,Postgrad,Morning,Medium Value
575830,14226,United Kingdom,2011-11-11T11:34:00Z,2011-11,2011-Q4,1,1,1,16.95,16.95,42,3,Doctor,Widow,Postgrad,Morning,Low Value
575837,12748,United Kingdom,2011-11-11T11:37:00Z,2011-11,2011-Q4,50,336,40,349.73,1.6546,41.92,3,Doctor,Widow,Postgrad,Morning,High Value
575838,13999,United Kingdom,2011-11-11T11:38:00Z,2011-11,2011-Q4,21,151,21,328.43,3.3133333333333335,39,4,Pharmacist,Widow,Postgrad,Morning,High Value
575840,13137,United Kingdom,2011-11-11T11:56:00Z,2011-11,2011-Q4,65,407,63,682.17,1.9772307692307693,41.89230769230769,5,Pharmacist,Married,Postgrad,Morning,High Value
575842,15024,United Kingdom,2011-11-11T12:01:00Z,2011-11,2011-Q4,28,191,25,289.19,2.3285714285714287,42.92857142857143,4,Doctor,Married,Postgrad,Afternoon,Medium Value
575843,14446,United Kingdom,2011-11-11T12:02:00Z,2011-11,2011-Q4,36,124,33,157.27,2.0930555555555554,42.77777777777778,5,Doctor,Widow,Postgrad,Afternoon,Medium Value
575845,12598,France,2011-11-11T12:07:00Z,2011-11,2011-Q4,14,337,14,336.8,2.385,39.357142857142854,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
575846,17364,United Kingdom,2011-11-11T12:07:00Z,2011-11,2011-Q4,80,622,80,904.6,2.517125,39.9375,5,Pharmacist,Married,Postgrad,Afternoon,High Value
575847,18209,United Kingdom,2011-11-11T12:07:00Z,2011-11,2011-Q4,8,58,8,139.10000000000002,3.24375,41.25,3,Unknown,Divorced,Postgrad,Afternoon,Medium Value
575848,14178,United Kingdom,2011-11-11T12:10:00Z,2011-11,2011-Q4,55,232,55,246.86,1.6163636363636364,41.872727272727275,5,Doctor,Widow,Postgrad,Afternoon,Medium Value
575849,14790,United Kingdom,2011-11-11T12:11:00Z,2011-11,2011-Q4,13,217,13,216.74,1.2446153846153847,41,5,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575850,17512,United Kingdom,2011-11-11T12:11:00Z,2011-11,2011-Q4,5,512,5,451.68,1.188,40.8,1,Unknown,Divorced,Undergrad,Afternoon,High Value
575851,14662,United Kingdom,2011-11-11T12:13:00Z,2011-11,2011-Q4,76,262,69,246.31,2.032763157894737,41.3421052631579,3,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575852,17238,United Kingdom,2011-11-11T12:17:00Z,2011-11,2011-Q4,35,154,34,345.99,2.668285714285714,44.22857142857143,1,Unknown,Single,Undergrad,Afternoon,High Value
575853,16912,United Kingdom,2011-11-11T12:18:00Z,2011-11,2011-Q4,7,31,7,156.43,6.061428571428571,44,5,Doctor,Married,Postgrad,Afternoon,Medium Value
575854,14125,United Kingdom,2011-11-11T12:20:00Z,2011-11,2011-Q4,60,486,59,1111.08,3.7245,43.93333333333333,3,Pharmacist,Widow,Postgrad,Afternoon,Very High Value
575855,14527,United Kingdom,2011-11-11T12:24:00Z,2011-11,2011-Q4,33,76,33,198.29,3.4224242424242424,41.03030303030303,5,Pharmacist,Married,Postgrad,Afternoon,Medium Value
575856,16386,United Kingdom,2011-11-11T12:28:00Z,2011-11,2011-Q4,84,198,73,256.1,1.5939285714285714,40.476190476190474,3,Unknown,Divorced,Undergrad,Afternoon,Medium Value
575866,16107,United Kingdom,2011-11-11T12:41:00Z,2011-11,2011-Q4,5,168,5,504.24,3.5180000000000002,44,3,Pharmacist,Widow,Postgrad,Afternoon,High Value
575867,15034,United Kingdom,2011-11-11T12:44:00Z,2011-11,2011-Q4,100,595,100,813.75,2.2492,42.13,4,Doctor,Widow,Postgrad,Afternoon,High Value
575868,12985,United Kingdom,2011-11-11T12:44:00Z,2011-11,2011-Q4,52,841,52,754.38,2.1317307692307694,41.82692307692308,4,Pharmacist,Married,Postgrad,Afternoon,High Value
575869,14543,United Kingdom,2011-11-11T12:45:00Z,2011-11,2011-Q4,1,4,1,15.8,3.95,41,3,Pharmacist,Widow,Postgrad,Afternoon,Low Value
575870,15557,United Kingdom,2011-11-11T12:46:00Z,2011-11,2011-Q4,20,219,16,473.65000000000003,3.5595,41.7,5,Pharmacist,Widow,Postgrad,Afternoon,High Value
575871,14911,Eire,2011-11-11T12:52:00Z,2011-11,2011-Q4,20,259,20,461.32,5.4405,41.85,5,Pharmacist,Married,Postgrad,Afternoon,High Value
575873,17677,United Kingdom,2011-11-11T12:53:00Z,2011-11,2011-Q4,4,396,4,640.84,1.62,50,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
575874,17054,United Kingdom,2011-11-11T12:56:00Z,2011-11,2011-Q4,10,65,10,149.01,6.8389999999999995,42.9,3,Unknown,Single,Undergrad,Afternoon,Medium Value
575876,15608,United Kingdom,2011-11-11T13:20:00Z,2011-11,2011-Q4,2,108,2,122.4,0.955,40,3,Teacher,Married,Postgrad,Afternoon,Medium Value
575877,14907,United Kingdom,2011-11-11T13:25:00Z,2011-11,2011-Q4,13,116,13,416.56,3.9876923076923076,43.53846153846154,5,Unknown,Single,Undergrad,Afternoon,High Value
575878,13588,United Kingdom,2011-11-11T13:29:00Z,2011-11,2011-Q4,2,13,2,5.43,0.405,47,5,Doctor,Married,Postgrad,Afternoon,Low Value
575880,12726,France,2011-11-11T13:35:00Z,2011-11,2011-Q4,36,763,36,784.46,1.9569444444444444,41.333333333333336,5,Doctor,Widow,Postgrad,Afternoon,High Value
575882,16671,United Kingdom,2011-11-11T13:40:00Z,2011-11,2011-Q4,1,144,1,152.64000000000001,1.06,20,3,Unknown,Divorced,Undergrad,Afternoon,Medium Value
575884,12685,France,2011-11-11T13:46:00Z,2011-11,2011-Q4,22,203,22,413.12,3.0086363636363638,37.22727272727273,2,Unknown,Single,Postgrad,Afternoon,High Value
575885,16460,United Kingdom,2011-11-11T13:46:00Z,2011-11,2011-Q4,17,140,17,302.62,3.31,39.529411764705884,5,Pharmacist,Married,Postgrad,Afternoon,High Value
575886,12517,Germany,2011-11-11T13:57:00Z,2011-11,2011-Q4,76,317,72,492.94,2.2373684210526315,41.8421052631579,5,Pharmacist,Widow,Postgrad,Afternoon,High Value
575887,17243,United Kingdom,2011-11-11T14:03:00Z,2011-11,2011-Q4,7,124,7,424.2,5.507142857142857,37.714285714285715,5,Unknown,Single,Postgrad,Afternoon,High Value
575888,12517,Germany,2011-11-11T14:04:00Z,2011-11,2011-Q4,1,3,1,54,18,38,2,Freelancer,Single,Undergrad,Afternoon,Low Value
575889,16433,United Kingdom,2011-11-11T14:09:00Z,2011-11,2011-Q4,17,106,17,184.26,1.9064705882352941,42.1764705882353,2,Teacher,Single,Undergrad,Afternoon,Medium Value
575890,15602,United Kingdom,2011-11-11T14:09:00Z,2011-11,2011-Q4,7,136,7,125.03999999999999,2.4042857142857144,40.42857142857143,5,Doctor,Married,Postgrad,Afternoon,Medium Value
575891,15692,United Kingdom,2011-11-11T14:12:00Z,2011-11,2011-Q4,12,138,12,191.04,1.9041666666666668,44.166666666666664,5,Doctor,Widow,Postgrad,Afternoon,Medium Value
575892,16332,United Kingdom,2011-11-11T14:22:00Z,2011-11,2011-Q4,19,131,19,202.31,1.681578947368421,44.21052631578947,5,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575893,17088,United Kingdom,2011-11-11T14:23:00Z,2011-11,2011-Q4,16,121,16,239.28,4.251875,45.8125,5,Doctor,Married,Postgrad,Afternoon,Medium Value
575894,12748,United Kingdom,2011-11-11T14:25:00Z,2011-11,2011-Q4,3,787,3,220.7,0.4,43.666666666666664,3,Doctor,Widow,Postgrad,Afternoon,Medium Value
575895,17052,United Kingdom,2011-11-11T14:50:00Z,2011-11,2011-Q4,92,261,72,413.75,1.8638043478260868,41.108695652173914,4,Pharmacist,Married,Postgrad,Afternoon,High Value
575896,12480,Germany,2011-11-11T14:52:00Z,2011-11,2011-Q4,40,611,40,1136.68,2.7615,42.025,3,Doctor,Widow,Postgrad,Afternoon,Very High Value
575897,15492,United Kingdom,2011-11-11T14:53:00Z,2011-11,2011-Q4,7,156,7,171.72,1.3271428571428572,37.57142857142857,5,Doctor,Widow,Postgrad,Afternoon,Medium Value
575898,16368,United Kingdom,2011-11-11T15:08:00Z,2011-11,2011-Q4,26,124,26,302.48,2.9623076923076925,41.96153846153846,4,Pharmacist,Married,Postgrad,Afternoon,High Value
575899,16133,United Kingdom,2011-11-11T15:13:00Z,2011-11,2011-Q4,16,191,16,359.9,3.4125,43.6875,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
575902,15544,United Kingdom,2011-11-11T15:20:00Z,2011-11,2011-Q4,37,491,37,446.02,1.3051351351351352,40.45945945945946,5,Pharmacist,Widow,Postgrad,Afternoon,High Value
575903,13557,United Kingdom,2011-11-11T15:24:00Z,2011-11,2011-Q4,18,322,18,343.38,1.4566666666666666,38.388888888888886,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
575904,18014,United Kingdom,2011-11-11T15:28:00Z,2011-11,2011-Q4,32,68,29,166.42,2.930625,43.0625,4,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575905,13732,United Kingdom,2011-11-11T15:49:00Z,2011-11,2011-Q4,33,498,33,491.86,1.58,41.75757575757576,4,Pharmacist,Married,Postgrad,Afternoon,High Value
575908,13091,United Kingdom,2011-11-11T15:54:00Z,2011-11,2011-Q4,21,466,21,345.82,0.9933333333333333,41.19047619047619,4,Pharmacist,Married,Postgrad,Afternoon,High Value
575910,14836,United Kingdom,2011-11-11T16:05:00Z,2011-11,2011-Q4,1,2,1,3,1.5,33,4,Doctor,Married,Postgrad,Afternoon,Low Value
575911,17314,United Kingdom,2011-11-11T16:13:00Z,2011-11,2011-Q4,17,234,17,315.72,3.304705882352941,41.94117647058823,4,Doctor,Widow,Postgrad,Afternoon,High Value
575914,17071,United Kingdom,2011-11-11T16:31:00Z,2011-11,2011-Q4,20,316,20,432.16,2.187,44.8,4,Doctor,Widow,Postgrad,Afternoon,High Value
575915,15903,United Kingdom,2011-11-11T16:33:00Z,2011-11,2011-Q4,9,456,9,1405.2,3.55,40.55555555555556,5,Doctor,Married,Postgrad,Afternoon,Very High Value
575916,12691,France,2011-11-11T16:49:00Z,2011-11,2011-Q4,2,97,2,176.39999999999998,9.825,31.5,5,Pharmacist,Married,Postgrad,Afternoon,Medium Value
575917,13895,United Kingdom,2011-11-11T16:57:00Z,2011-11,2011-Q4,35,418,35,681.96,2.454285714285714,41.77142857142857,4,Doctor,Married,Postgrad,Afternoon,High Value
575918,17191,United Kingdom,2011-11-11T16:58:00Z,2011-11,2011-Q4,55,307,52,532.17,2.4318181818181817,42,2,Artist,Divorced,Undergrad,Afternoon,High Value
575919,15311,United Kingdom,2011-11-11T17:00:00Z,2011-11,2011-Q4,83,2683,82,4041.18,2.1796385542168677,42.21686746987952,2,Business,Divorced,Undergrad,Evening,Very High Value
575920,15473,United Kingdom,2011-11-11T17:01:00Z,2011-11,2011-Q4,1,120,1,306,2.55,33,3,Doctor,Widow,Postgrad,Evening,High Value
575922,15681,United Kingdom,2011-11-11T17:10:00Z,2011-11,2011-Q4,14,260,14,479.8,2.204285714285714,43.07142857142857,5,Doctor,Married,Postgrad,Evening,High Value
575923,17069,United Kingdom,2011-11-11T17:11:00Z,2011-11,2011-Q4,31,361,31,501.56,1.5603225806451613,43.74193548387097,4,Doctor,Married,Postgrad,Evening,High Value
575924,17069,United Kingdom,2011-11-11T17:13:00Z,2011-11,2011-Q4,8,89,8,149.23,3.42125,34.25,4,Pharmacist,Widow,Postgrad,Evening,Medium Value
575929,13310,United Kingdom,2011-11-11T17:23:00Z,2011-11,2011-Q4,20,192,20,314.38,2.1895000000000002,41.1,5,Doctor,Married,Postgrad,Evening,High Value
575931,16560,United Kingdom,2011-11-13T10:35:00Z,2011-11,2011-Q4,36,331,36,509.23,3.7333333333333334,41.02777777777778,4,Doctor,Widow,Postgrad,Morning,High Value
575932,16923,United Kingdom,2011-11-13T10:35:00Z,2011-11,2011-Q4,46,257,46,449.87,2.4136956521739132,40.80434782608695,4,Doctor,Married,Postgrad,Morning,High Value
575933,14911,Eire,2011-11-13T10:41:00Z,2011-11,2011-Q4,8,1200,8,1285.44,1.23875,46.5,4,Doctor,Married,Postgrad,Morning,Very High Value
575935,17838,United Kingdom,2011-11-13T11:20:00Z,2011-11,2011-Q4,16,458,15,466.6,1.570625,47.875,1,Unknown,Married,Postgrad,Morning,High Value
575936,17041,United Kingdom,2011-11-13T11:21:00Z,2011-11,2011-Q4,24,412,23,330.68,1.0558333333333334,39.833333333333336,4,Doctor,Widow,Postgrad,Morning,High Value
575937,12935,United Kingdom,2011-11-13T11:24:00Z,2011-11,2011-Q4,18,255,18,281.58,1.815,40.888888888888886,3,Doctor,Widow,Postgrad,Morning,Medium Value
575938,17790,United Kingdom,2011-11-13T11:30:00Z,2011-11,2011-Q4,29,112,29,273.51,3.017931034482759,43.10344827586207,5,Pharmacist,Widow,Postgrad,Morning,Medium Value
575939,13004,United Kingdom,2011-11-13T11:37:00Z,2011-11,2011-Q4,19,178,19,316.54,2.8836842105263156,43.421052631578945,5,Doctor,Widow,Postgrad,Morning,High Value
575941,16438,United Kingdom,2011-11-13T11:39:00Z,2011-11,2011-Q4,25,93,25,180.51,2.4536000000000002,38.28,2,Teacher,Single,Postgrad,Morning,Medium Value
575942,15599,United Kingdom,2011-11-13T11:44:00Z,2011-11,2011-Q4,23,357,23,312.90999999999997,1.362608695652174,41.43478260869565,3,Doctor,Widow,Postgrad,Morning,High Value
575943,17920,United Kingdom,2011-11-13T11:44:00Z,2011-11,2011-Q4,52,131,47,255.54000000000002,2.4190384615384617,41.46153846153846,4,Doctor,Married,Postgrad,Morning,Medium Value
575944,16571,United Kingdom,2011-11-13T11:46:00Z,2011-11,2011-Q4,28,348,28,524.9,2.7357142857142858,42.964285714285715,5,Doctor,Married,Postgrad,Morning,High Value
575945,15864,United Kingdom,2011-11-13T11:48:00Z,2011-11,2011-Q4,2,288,2,305.28000000000003,1.06,40.5,4,Doctor,Married,Postgrad,Morning,High Value
575946,13892,United Kingdom,2011-11-13T11:50:00Z,2011-11,2011-Q4,1,24,1,61.199999999999996,2.55,33,3,Pharmacist,Married,Postgrad,Morning,Low Value
575948,14661,United Kingdom,2011-11-13T11:51:00Z,2011-11,2011-Q4,4,35,4,107.95,3.95,42.25,4,Doctor,Married,Postgrad,Morning,Medium Value
575949,16711,United Kingdom,2011-11-13T11:51:00Z,2011-11,2011-Q4,7,236,7,445.56,3.047142857142857,45.857142857142854,4,Pharmacist,Widow,Postgrad,Morning,High Value
575950,16983,United Kingdom,2011-11-13T11:53:00Z,2011-11,2011-Q4,24,356,20,433.03999999999996,2.2716666666666665,40.708333333333336,3,Pharmacist,Married,Postgrad,Morning,High Value
575951,13450,United Kingdom,2011-11-13T11:54:00Z,2011-11,2011-Q4,9,364,9,316.44,1.2922222222222222,41.77777777777778,3,Doctor,Married,Postgrad,Morning,High Value
575952,16015,United Kingdom,2011-11-13T11:55:00Z,2011-11,2011-Q4,60,240,57,201.51999999999998,1.4024999999999999,41.63333333333333,2,Engineer,Married,Undergrad,Morning,Medium Value
575954,17211,United Kingdom,2011-11-13T12:03:00Z,2011-11,2011-Q4,41,356,38,433,2.452926829268293,41.58536585365854,3,Doctor,Widow,Postgrad,Afternoon,High Value
575955,14044,United Kingdom,2011-11-13T12:05:00Z,2011-11,2011-Q4,24,57,24,110.71000000000001,3.2316666666666665,42.041666666666664,4,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575956,14487,United Kingdom,2011-11-13T12:17:00Z,2011-11,2011-Q4,19,91,19,152.19,2.856842105263158,43.63157894736842,4,Unknown,Married,Undergrad,Afternoon,Medium Value
575957,13170,United Kingdom,2011-11-13T12:19:00Z,2011-11,2011-Q4,32,147,29,116.00999999999999,1.54625,42.25,4,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575958,15021,United Kingdom,2011-11-13T12:23:00Z,2011-11,2011-Q4,7,10,7,32.17,3.3314285714285714,42.714285714285715,5,Doctor,Married,Postgrad,Afternoon,Low Value
575959,14547,United Kingdom,2011-11-13T12:27:00Z,2011-11,2011-Q4,90,700,86,1117.08,3.042111111111111,41.733333333333334,2,Unknown,Single,Postgrad,Afternoon,Very High Value
575960,15429,United Kingdom,2011-11-13T12:28:00Z,2011-11,2011-Q4,35,71,35,154.29,2.826,42.31428571428572,5,Pharmacist,Married,Postgrad,Afternoon,Medium Value
575961,16794,United Kingdom,2011-11-13T12:29:00Z,2011-11,2011-Q4,13,36,12,125.48,3.729230769230769,42.38461538461539,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
575964,15021,United Kingdom,2011-11-13T12:31:00Z,2011-11,2011-Q4,51,69,51,212.27,3.324509803921569,42.490196078431374,4,Doctor,Widow,Postgrad,Afternoon,Medium Value
